Node_ID,AS_ID,Community_ID,Layer,Delay,Intf_ID,Support_Intf_Type,Band_Width,List_Support_Sub_Intf_Spec,List_Active_Sub_Intf_Spec,List_Sub_Intf
1340,0,111,0,10,2,1,10000,,,
1341,0,111,0,1,1,1,10000,,,
1341,0,111,0,1,2,1,10000,,,
1342,0,111,0,11,1,1,10000,,,
1342,0,111,0,11,2,1,10000,,,
1343,0,111,0,4,1,1,10000,,,
1343,0,111,0,4,2,1,10000,,,
1344,0,111,0,1,1,1,10000,,,
1344,0,111,0,1,2,1,10000,,,
1345,0,111,0,6,1,1,10000,,,
1345,0,111,0,6,2,1,10000,,,
1346,0,111,0,11,1,1,10000,,,
1346,0,111,0,11,2,1,10000,,,
1347,0,111,0,3,1,1,10000,,,
1347,0,111,0,3,2,1,10000,,,
1348,0,111,0,12,1,1,10000,,,
1348,0,111,0,12,2,1,10000,,,
1349,0,111,0,2,1,1,10000,,,
1349,0,111,0,2,2,1,10000,,,
1350,0,111,0,3,1,1,10000,,,
1350,0,111,0,3,2,1,10000,,,
1351,0,111,0,3,1,1,10000,,,
1351,0,111,0,3,2,1,10000,,,
1352,0,111,0,5,1,1,10000,,,
1352,0,111,0,5,2,1,10000,,,
1353,0,111,0,11,1,1,10000,,,
1353,0,111,0,11,2,1,10000,,,
1354,0,111,0,8,1,1,10000,,,
1355,0,112,0,8,1,1,10000,,,
1355,0,112,0,8,2,1,10000,,,
1356,0,112,0,10,1,1,10000,,,
1356,0,112,0,10,2,1,10000,,,
1357,0,112,0,8,1,1,10000,,,
1357,0,112,0,8,2,1,10000,,,
1358,0,112,0,4,1,1,10000,,,
1358,0,112,0,4,2,1,10000,,,
1359,0,112,0,12,1,1,10000,,,
1359,0,112,0,12,2,1,10000,,,
1360,0,112,0,10,1,1,10000,,,
1360,0,112,0,10,2,1,10000,,,
1361,0,112,0,6,1,1,10000,,,
1361,0,112,0,6,2,1,10000,,,
1362,0,112,0,8,1,1,10000,,,
1362,0,112,0,8,2,1,10000,,,
1363,0,112,0,11,1,1,10000,,,
1363,0,112,0,11,2,1,10000,,,
1364,0,112,0,5,1,1,10000,,,
1364,0,112,0,5,2,1,10000,,,
1365,0,112,0,7,1,1,10000,,,
1366,0,113,0,10,1,1,10000,,,
1366,0,113,0,10,2,1,10000,,,
1367,0,113,0,12,1,1,10000,,,
1367,0,113,0,12,2,1,10000,,,
1368,0,113,0,10,1,1,10000,,,
1368,0,113,0,10,2,1,10000,,,
1369,0,113,0,3,1,1,10000,,,
1369,0,113,0,3,2,1,10000,,,
1370,0,113,0,12,1,1,10000,,,
1370,0,113,0,12,2,1,10000,,,
1371,0,113,0,1,1,1,10000,,,
1371,0,113,0,1,2,1,10000,,,
1372,0,113,0,4,1,1,10000,,,
1372,0,113,0,4,2,1,10000,,,
1373,0,113,0,9,1,1,10000,,,
1373,0,113,0,9,2,1,10000,,,
1374,0,113,0,3,1,1,10000,,,
1374,0,113,0,3,2,1,10000,,,
1375,0,113,0,4,1,1,10000,,,
1375,0,113,0,4,2,1,10000,,,
1376,0,113,0,6,1,1,10000,,,
1376,0,113,0,6,2,1,10000,,,
1377,0,113,0,6,1,1,10000,,,
1377,0,113,0,6,2,1,10000,,,
1378,0,114,0,7,1,1,10000,,,
1378,0,114,0,7,2,1,10000,,,
1379,0,114,0,5,1,1,10000,,,
1379,0,114,0,5,2,1,10000,,,
1380,0,114,0,8,1,1,10000,,,
1380,0,114,0,8,2,1,10000,,,
1381,0,114,0,10,1,1,10000,,,
1381,0,114,0,10,2,1,10000,,,
1382,0,114,0,9,1,1,10000,,,
1382,0,114,0,9,2,1,10000,,,
1383,0,114,0,2,1,1,10000,,,
1383,0,114,0,2,2,1,10000,,,
1384,0,114,0,4,1,1,10000,,,
1384,0,114,0,4,2,1,10000,,,
1385,0,114,0,5,1,1,10000,,,
1385,0,114,0,5,2,1,10000,,,
1386,0,114,0,7,1,1,10000,,,
1386,0,114,0,7,2,1,10000,,,
1387,0,114,0,2,1,1,10000,,,
1387,0,114,0,2,2,1,10000,,,
1388,0,114,0,2,1,1,10000,,,
1388,0,114,0,2,2,1,10000,,,
1389,0,114,0,7,1,1,10000,,,
1389,0,114,0,7,2,1,10000,,,
1390,0,114,0,4,1,1,10000,,,
1390,0,114,0,4,2,1,10000,,,
1391,0,114,0,5,1,1,10000,,,
1391,0,114,0,5,2,1,10000,,,
1392,0,115,0,10,1,1,10000,,,
1392,0,115,0,10,2,1,10000,,,
1393,0,115,0,1,1,1,10000,,,
1393,0,115,0,1,2,1,10000,,,
1394,0,115,0,8,1,1,10000,,,
1394,0,115,0,8,2,1,10000,,,
1395,0,115,0,2,1,1,10000,,,
1395,0,115,0,2,2,1,10000,,,
1396,0,115,0,7,1,1,10000,,,
1396,0,115,0,7,2,1,10000,,,
1397,0,115,0,7,1,1,10000,,,
1397,0,115,0,7,2,1,10000,,,
1398,0,115,0,3,1,1,10000,,,
1398,0,115,0,3,2,1,10000,,,
1399,0,115,0,3,1,1,10000,,,
1399,0,115,0,3,2,1,10000,,,
1400,0,115,0,10,1,1,10000,,,
1400,0,115,0,10,2,1,10000,,,
1401,0,115,0,1,1,1,10000,,,
1401,0,115,0,1,2,1,10000,,,
1402,0,115,0,7,1,1,10000,,,
1402,0,115,0,7,2,1,10000,,,
1403,0,115,0,6,1,1,10000,,,
1403,0,115,0,6,2,1,10000,,,
1404,0,115,0,12,1,1,10000,,,
1404,0,115,0,12,2,1,10000,,,
1405,0,116,0,9,1,1,10000,,,
1405,0,116,0,9,2,1,10000,,,
1406,0,116,0,9,1,1,10000,,,
1406,0,116,0,9,2,1,10000,,,
1407,0,116,0,1,1,1,10000,,,
1407,0,116,0,1,2,1,10000,,,
1408,0,116,0,8,1,1,10000,,,
1408,0,116,0,8,2,1,10000,,,
1409,0,116,0,3,1,1,10000,,,
1409,0,116,0,3,2,1,10000,,,
1410,0,116,0,12,1,1,10000,,,
1410,0,116,0,12,2,1,10000,,,
1411,0,116,0,11,1,1,10000,,,
1411,0,116,0,11,2,1,10000,,,
1412,0,116,0,3,1,1,10000,,,
1412,0,116,0,3,2,1,10000,,,
1413,0,116,0,12,1,1,10000,,,
1413,0,116,0,12,2,1,10000,,,
1414,0,116,0,2,1,1,10000,,,
1414,0,116,0,2,2,1,10000,,,
1414,0,116,0,2,3,1,10000,,,
1415,0,116,0,1,1,1,10000,,,
1415,0,116,0,1,2,1,10000,,,
1416,0,116,0,11,1,1,10000,,,
1416,0,116,0,11,2,1,10000,,,
1417,0,116,0,6,1,1,10000,,,
1417,0,116,0,6,2,1,10000,,,
1418,0,116,0,7,1,1,10000,,,
1418,0,116,0,7,2,1,10000,,,
1419,0,116,0,5,1,1,10000,,,
1419,0,116,0,5,2,1,10000,,,
1420,0,117,0,7,1,1,10000,,,
1420,0,117,0,7,2,1,10000,,,
1421,0,117,0,4,1,1,10000,,,
1421,0,117,0,4,2,1,10000,,,
1422,0,117,0,2,1,1,10000,,,
1422,0,117,0,2,2,1,10000,,,
1423,0,117,0,11,1,1,10000,,,
1423,0,117,0,11,2,1,10000,,,
1424,0,117,0,10,1,1,10000,,,
1424,0,117,0,10,2,1,10000,,,
1425,0,117,0,10,1,1,10000,,,
1425,0,117,0,10,2,1,10000,,,
1426,0,117,0,5,1,1,10000,,,
1426,0,117,0,5,2,1,10000,,,
1427,0,117,0,6,1,1,10000,,,
1427,0,117,0,6,2,1,10000,,,
1428,0,117,0,11,1,1,10000,,,
1428,0,117,0,11,2,1,10000,,,
1429,0,117,0,5,1,1,10000,,,
1429,0,117,0,5,2,1,10000,,,
1430,0,117,0,2,1,1,10000,,,
1430,0,117,0,2,2,1,10000,,,
1431,0,118,0,5,1,1,10000,,,
1431,0,118,0,5,2,1,10000,,,
1432,0,118,0,8,1,1,10000,,,
1432,0,118,0,8,2,1,10000,,,
1433,0,118,0,6,1,1,10000,,,
1433,0,118,0,6,2,1,10000,,,
1434,0,118,0,1,1,1,10000,,,
1434,0,118,0,1,2,1,10000,,,
1435,0,118,0,6,1,1,10000,,,
1435,0,118,0,6,2,1,10000,,,
1436,0,118,0,8,1,1,10000,,,
1436,0,118,0,8,2,1,10000,,,
1437,0,118,0,1,1,1,10000,,,
1437,0,118,0,1,2,1,10000,,,
1438,0,118,0,12,1,1,10000,,,
1438,0,118,0,12,2,1,10000,,,
1439,0,118,0,10,1,1,10000,,,
1439,0,118,0,10,2,1,10000,,,
1440,0,118,0,7,1,1,10000,,,
1440,0,118,0,7,2,1,10000,,,
1441,0,118,0,2,1,1,10000,,,
1441,0,118,0,2,2,1,10000,,,
1442,0,119,0,12,1,1,10000,,,
1442,0,119,0,12,2,1,10000,,,
1443,0,119,0,2,1,1,10000,,,
1443,0,119,0,2,2,1,10000,,,
1444,0,119,0,7,1,1,10000,,,
1444,0,119,0,7,2,1,10000,,,
1445,0,119,0,5,1,1,10000,,,
1445,0,119,0,5,2,1,10000,,,
1446,0,119,0,9,1,1,10000,,,
1446,0,119,0,9,2,1,10000,,,
1447,0,119,0,9,1,1,10000,,,
1447,0,119,0,9,2,1,10000,,,
1448,0,119,0,9,1,1,10000,,,
1448,0,119,0,9,2,1,10000,,,
1449,0,119,0,9,1,1,10000,,,
1449,0,119,0,9,2,1,10000,,,
1450,0,119,0,6,1,1,10000,,,
1450,0,119,0,6,2,1,10000,,,
1451,0,119,0,6,1,1,10000,,,
1451,0,119,0,6,2,1,10000,,,
1452,0,119,0,4,1,1,10000,,,
1452,0,119,0,4,2,1,10000,,,
1453,0,119,0,4,1,1,10000,,,
1453,0,119,0,4,2,1,10000,,,
1454,0,119,0,12,1,1,10000,,,
1454,0,119,0,12,2,1,10000,,,
1455,0,120,0,9,1,1,10000,,,
1455,0,120,0,9,2,1,10000,,,
1456,0,120,0,8,1,1,10000,,,
1456,0,120,0,8,2,1,10000,,,
1457,0,120,0,3,1,1,10000,,,
1457,0,120,0,3,2,1,10000,,,
1458,0,120,0,6,1,1,10000,,,
1458,0,120,0,6,2,1,10000,,,
1459,0,120,0,12,1,1,10000,,,
1459,0,120,0,12,2,1,10000,,,
1460,0,120,0,8,1,1,10000,,,
1460,0,120,0,8,2,1,10000,,,
1461,0,120,0,2,1,1,10000,,,
1461,0,120,0,2,2,1,10000,,,
1462,0,120,0,7,1,1,10000,,,
1462,0,120,0,7,2,1,10000,,,
1463,0,120,0,11,1,1,10000,,,
1463,0,120,0,11,2,1,10000,,,
1464,0,120,0,1,1,1,10000,,,
1464,0,120,0,1,2,1,10000,,,
1465,0,121,0,4,1,1,10000,,,
1465,0,121,0,4,2,1,10000,,,
1466,0,121,0,3,1,1,10000,,,
1466,0,121,0,3,2,1,10000,,,
1467,0,121,0,4,1,1,10000,,,
1467,0,121,0,4,2,1,10000,,,
1468,0,121,0,4,1,1,10000,,,
1468,0,121,0,4,2,1,10000,,,
1469,0,121,0,6,1,1,10000,,,
1469,0,121,0,6,2,1,10000,,,
1470,0,121,0,4,1,1,10000,,,
1470,0,121,0,4,2,1,10000,,,
1471,0,121,0,9,1,1,10000,,,
1471,0,121,0,9,2,1,10000,,,
1472,0,121,0,10,1,1,10000,,,
1472,0,121,0,10,2,1,10000,,,
1473,0,121,0,7,1,1,10000,,,
1473,0,121,0,7,2,1,10000,,,
1474,0,121,0,10,1,1,10000,,,
1474,0,121,0,10,2,1,10000,,,
1475,0,121,0,4,1,1,10000,,,
1475,0,121,0,4,2,1,10000,,,
1476,0,121,0,5,1,1,10000,,,
1476,0,121,0,5,2,1,10000,,,
1477,0,121,0,5,1,1,10000,,,
1477,0,121,0,5,2,1,10000,,,
1478,0,122,0,11,1,1,10000,,,
1478,0,122,0,11,2,1,10000,,,
1479,0,122,0,9,1,1,10000,,,
1479,0,122,0,9,2,1,10000,,,
1480,0,122,0,11,1,1,10000,,,
1480,0,122,0,11,2,1,10000,,,
1481,0,122,0,11,1,1,10000,,,
1481,0,122,0,11,2,1,10000,,,
1482,0,122,0,11,1,1,10000,,,
1482,0,122,0,11,2,1,10000,,,
1483,0,122,0,3,1,1,10000,,,
1483,0,122,0,3,2,1,10000,,,
1484,0,122,0,12,1,1,10000,,,
1484,0,122,0,12,2,1,10000,,,
1485,0,122,0,5,1,1,10000,,,
1485,0,122,0,5,2,1,10000,,,
1486,0,122,0,11,1,1,10000,,,
1486,0,122,0,11,2,1,10000,,,
1487,0,122,0,4,1,1,10000,,,
1487,0,122,0,4,2,1,10000,,,
1488,0,122,0,10,1,1,10000,,,
1488,0,122,0,10,2,1,10000,,,
1489,0,122,0,9,1,1,10000,,,
1489,0,122,0,9,2,1,10000,,,
1490,0,122,0,5,1,1,10000,,,
1491,0,123,0,9,1,1,10000,,,
1491,0,123,0,9,2,1,10000,,,
1492,0,123,0,3,1,1,10000,,,
1492,0,123,0,3,2,1,10000,,,
1493,0,123,0,6,1,1,10000,,,
1493,0,123,0,6,2,1,10000,,,
1493,0,123,0,6,3,1,10000,,,
1494,0,123,0,2,1,1,10000,,,
1494,0,123,0,2,2,1,10000,,,
1495,0,123,0,6,1,1,10000,,,
1495,0,123,0,6,2,1,10000,,,
1496,0,123,0,12,1,1,10000,,,
1496,0,123,0,12,2,1,10000,,,
1497,0,123,0,5,1,1,10000,,,
1497,0,123,0,5,2,1,10000,,,
1498,0,123,0,11,1,1,10000,,,
1498,0,123,0,11,2,1,10000,,,
1499,0,123,0,11,1,1,10000,,,
1499,0,123,0,11,2,1,10000,,,
1500,0,123,0,4,1,1,10000,,,
1501,0,124,0,7,1,1,10000,,,
1501,0,124,0,7,2,1,10000,,,
1502,0,124,0,8,1,1,10000,,,
1502,0,124,0,8,2,1,10000,,,
1503,0,124,0,2,1,1,10000,,,
1503,0,124,0,2,2,1,10000,,,
1504,0,124,0,8,1,1,10000,,,
1504,0,124,0,8,2,1,10000,,,
1505,0,124,0,7,1,1,10000,,,
1505,0,124,0,7,2,1,10000,,,
1506,0,124,0,7,1,1,10000,,,
1506,0,124,0,7,2,1,10000,,,
1507,0,124,0,3,1,1,10000,,,
1507,0,124,0,3,2,1,10000,,,
1508,0,124,0,9,1,1,10000,,,
1508,0,124,0,9,2,1,10000,,,
1509,0,124,0,12,1,1,10000,,,
1509,0,124,0,12,2,1,10000,,,
1510,0,124,0,5,1,1,10000,,,
1510,0,124,0,5,2,1,10000,,,
1511,0,124,0,2,1,1,10000,,,
1511,0,124,0,2,2,1,10000,,,
1512,0,125,0,2,1,1,10000,,,
1512,0,125,0,2,2,1,10000,,,
1513,0,125,0,5,1,1,10000,,,
1513,0,125,0,5,2,1,10000,,,
1514,0,125,0,10,1,1,10000,,,
1514,0,125,0,10,2,1,10000,,,
1515,0,125,0,4,1,1,10000,,,
1515,0,125,0,4,2,1,10000,,,
1516,0,125,0,4,1,1,10000,,,
1516,0,125,0,4,2,1,10000,,,
1517,0,125,0,8,1,1,10000,,,
1517,0,125,0,8,2,1,10000,,,
1518,0,125,0,3,1,1,10000,,,
1518,0,125,0,3,2,1,10000,,,
1519,0,125,0,4,1,1,10000,,,
1519,0,125,0,4,2,1,10000,,,
1520,0,125,0,11,1,1,10000,,,
1520,0,125,0,11,2,1,10000,,,
1521,0,125,0,8,1,1,10000,,,
1521,0,125,0,8,2,1,10000,,,
1522,0,126,0,5,1,1,10000,,,
1522,0,126,0,5,2,1,10000,,,
1523,0,126,0,11,1,1,10000,,,
1523,0,126,0,11,2,1,10000,,,
1524,0,126,0,10,1,1,10000,,,
1524,0,126,0,10,2,1,10000,,,
1525,0,126,0,11,1,1,10000,,,
1525,0,126,0,11,2,1,10000,,,
1526,0,126,0,6,1,1,10000,,,
1526,0,126,0,6,2,1,10000,,,
1527,0,126,0,9,1,1,10000,,,
1527,0,126,0,9,2,1,10000,,,
1528,0,126,0,1,1,1,10000,,,
1528,0,126,0,1,2,1,10000,,,
1529,0,126,0,8,1,1,10000,,,
1529,0,126,0,8,2,1,10000,,,
1530,0,126,0,12,1,1,10000,,,
1530,0,126,0,12,2,1,10000,,,
1531,0,126,0,7,1,1,10000,,,
1531,0,126,0,7,2,1,10000,,,
1532,0,126,0,1,1,1,10000,,,
1532,0,126,0,1,2,1,10000,,,
1533,0,126,0,9,1,1,10000,,,
1533,0,126,0,9,2,1,10000,,,
1534,0,126,0,12,1,1,10000,,,
1534,0,126,0,12,2,1,10000,,,
1535,0,126,0,10,1,1,10000,,,
1535,0,126,0,10,2,1,10000,,,
1536,0,126,0,3,1,1,10000,,,
1536,0,126,0,3,2,1,10000,,,
1537,0,127,0,6,1,1,10000,,,
1537,0,127,0,6,2,1,10000,,,
1538,0,127,0,7,1,1,10000,,,
1538,0,127,0,7,2,1,10000,,,
1539,0,127,0,8,1,1,10000,,,
1539,0,127,0,8,2,1,10000,,,
1540,0,127,0,3,1,1,10000,,,
1540,0,127,0,3,2,1,10000,,,
1541,0,127,0,7,1,1,10000,,,
1541,0,127,0,7,2,1,10000,,,
1542,0,127,0,6,1,1,10000,,,
1542,0,127,0,6,2,1,10000,,,
1543,0,127,0,2,1,1,10000,,,
1543,0,127,0,2,2,1,10000,,,
1544,0,127,0,12,1,1,10000,,,
1544,0,127,0,12,2,1,10000,,,
1545,0,127,0,9,1,1,10000,,,
1545,0,127,0,9,2,1,10000,,,
1546,0,127,0,5,1,1,10000,,,
1546,0,127,0,5,2,1,10000,,,
1547,0,127,0,7,1,1,10000,,,
1547,0,127,0,7,2,1,10000,,,
1548,0,128,0,3,1,1,10000,,,
1548,0,128,0,3,2,1,10000,,,
1549,0,128,0,1,1,1,10000,,,
1549,0,128,0,1,2,1,10000,,,
1550,0,128,0,12,1,1,10000,,,
1550,0,128,0,12,2,1,10000,,,
1551,0,128,0,10,1,1,10000,,,
1551,0,128,0,10,2,1,10000,,,
1552,0,128,0,9,1,1,10000,,,
1552,0,128,0,9,2,1,10000,,,
1553,0,128,0,2,1,1,10000,,,
1553,0,128,0,2,2,1,10000,,,
1554,0,128,0,6,1,1,10000,,,
1554,0,128,0,6,2,1,10000,,,
1555,0,128,0,11,1,1,10000,,,
1555,0,128,0,11,2,1,10000,,,
1556,0,128,0,7,1,1,10000,,,
1556,0,128,0,7,2,1,10000,,,
1557,0,128,0,1,1,1,10000,,,
1557,0,128,0,1,2,1,10000,,,
1558,0,128,0,5,1,1,10000,,,
1558,0,128,0,5,2,1,10000,,,
1559,0,128,0,6,1,1,10000,,,
1559,0,128,0,6,2,1,10000,,,
1560,0,128,0,6,1,1,10000,,,
1560,0,128,0,6,2,1,10000,,,
1561,0,128,0,9,1,1,10000,,,
1561,0,128,0,9,2,1,10000,,,
1562,0,129,0,10,1,1,10000,,,
1562,0,129,0,10,2,1,10000,,,
1563,0,129,0,5,1,1,10000,,,
1563,0,129,0,5,2,1,10000,,,
1564,0,129,0,4,1,1,10000,,,
1564,0,129,0,4,2,1,10000,,,
1565,0,129,0,1,1,1,10000,,,
1565,0,129,0,1,2,1,10000,,,
1566,0,129,0,8,1,1,10000,,,
1566,0,129,0,8,2,1,10000,,,
1567,0,129,0,2,1,1,10000,,,
1567,0,129,0,2,2,1,10000,,,
1568,0,129,0,10,1,1,10000,,,
1568,0,129,0,10,2,1,10000,,,
1569,0,129,0,10,1,1,10000,,,
1569,0,129,0,10,2,1,10000,,,
1570,0,129,0,3,1,1,10000,,,
1570,0,129,0,3,2,1,10000,,,
1571,0,129,0,7,1,1,10000,,,
1571,0,129,0,7,2,1,10000,,,
1572,0,129,0,9,1,1,10000,,,
1572,0,129,0,9,2,1,10000,,,
1573,0,129,0,6,1,1,10000,,,
1573,0,129,0,6,2,1,10000,,,
1574,0,129,0,1,1,1,10000,,,
1575,0,130,0,4,1,1,10000,,,
1575,0,130,0,4,2,1,10000,,,
1576,0,130,0,10,1,1,10000,,,
1576,0,130,0,10,2,1,10000,,,
1577,0,130,0,1,1,1,10000,,,
1577,0,130,0,1,2,1,10000,,,
1578,0,130,0,4,1,1,10000,,,
1578,0,130,0,4,2,1,10000,,,
1579,0,130,0,12,1,1,10000,,,
1579,0,130,0,12,2,1,10000,,,
1580,0,130,0,11,1,1,10000,,,
1580,0,130,0,11,2,1,10000,,,
1581,0,130,0,8,1,1,10000,,,
1581,0,130,0,8,2,1,10000,,,
1582,0,130,0,4,1,1,10000,,,
1582,0,130,0,4,2,1,10000,,,
1583,0,130,0,1,1,1,10000,,,
1583,0,130,0,1,2,1,10000,,,
1584,0,130,0,3,1,1,10000,,,
1584,0,130,0,3,2,1,10000,,,
1585,0,130,0,8,1,1,10000,,,
1585,0,130,0,8,2,1,10000,,,
1586,0,130,0,12,1,1,10000,,,
1586,0,130,0,12,2,1,10000,,,
1587,0,130,0,10,1,1,10000,,,
1587,0,130,0,10,2,1,10000,,,
1588,0,130,0,11,1,1,10000,,,
1588,0,130,0,11,2,1,10000,,,
1589,0,130,0,12,1,1,10000,,,
1589,0,130,0,12,2,1,10000,,,
1590,0,131,0,12,1,1,10000,,,
1590,0,131,0,12,2,1,10000,,,
1591,0,131,0,12,1,1,10000,,,
1591,0,131,0,12,2,1,10000,,,
1592,0,131,0,8,1,1,10000,,,
1592,0,131,0,8,2,1,10000,,,
1593,0,131,0,2,1,1,10000,,,
1593,0,131,0,2,2,1,10000,,,
1594,0,131,0,10,1,1,10000,,,
1594,0,131,0,10,2,1,10000,,,
1595,0,131,0,10,1,1,10000,,,
1595,0,131,0,10,2,1,10000,,,
1596,0,131,0,8,1,1,10000,,,
1596,0,131,0,8,2,1,10000,,,
1597,0,131,0,10,1,1,10000,,,
1597,0,131,0,10,2,1,10000,,,
1598,0,131,0,6,1,1,10000,,,
1598,0,131,0,6,2,1,10000,,,
1599,0,131,0,8,1,1,10000,,,
1599,0,131,0,8,2,1,10000,,,
1600,0,131,0,5,1,1,10000,,,
1600,0,131,0,5,2,1,10000,,,
1601,0,131,0,10,1,1,10000,,,
1601,0,131,0,10,2,1,10000,,,
1602,0,132,0,7,1,1,10000,,,
1602,0,132,0,7,2,1,10000,,,
1603,0,132,0,7,1,1,10000,,,
1603,0,132,0,7,2,1,10000,,,
1604,0,132,0,2,1,1,10000,,,
1604,0,132,0,2,2,1,10000,,,
1605,0,132,0,9,1,1,10000,,,
1605,0,132,0,9,2,1,10000,,,
1606,0,132,0,4,1,1,10000,,,
1606,0,132,0,4,2,1,10000,,,
1607,0,132,0,6,1,1,10000,,,
1607,0,132,0,6,2,1,10000,,,
1608,0,132,0,12,1,1,10000,,,
1608,0,132,0,12,2,1,10000,,,
1609,0,132,0,3,1,1,10000,,,
1609,0,132,0,3,2,1,10000,,,
1610,0,132,0,3,1,1,10000,,,
1610,0,132,0,3,2,1,10000,,,
1611,0,132,0,12,1,1,10000,,,
1611,0,132,0,12,2,1,10000,,,
1612,0,133,0,4,1,1,10000,,,
1612,0,133,0,4,2,1,10000,,,
1613,0,133,0,11,1,1,10000,,,
1613,0,133,0,11,2,1,10000,,,
1614,0,133,0,2,1,1,10000,,,
1614,0,133,0,2,2,1,10000,,,
1615,0,133,0,10,1,1,10000,,,
1615,0,133,0,10,2,1,10000,,,
1616,0,133,0,12,1,1,10000,,,
1616,0,133,0,12,2,1,10000,,,
1617,0,133,0,8,1,1,10000,,,
1617,0,133,0,8,2,1,10000,,,
1618,0,133,0,5,1,1,10000,,,
1618,0,133,0,5,2,1,10000,,,
1619,0,133,0,8,1,1,10000,,,
1619,0,133,0,8,2,1,10000,,,
1620,0,133,0,6,1,1,10000,,,
1620,0,133,0,6,2,1,10000,,,
1621,0,133,0,7,1,1,10000,,,
1621,0,133,0,7,2,1,10000,,,
1622,0,134,0,6,1,1,10000,,,
1622,0,134,0,6,2,1,10000,,,
1622,0,134,0,6,3,1,10000,,,
1622,0,134,0,6,4,1,10000,,,
1622,0,134,0,6,5,1,10000,,,
1622,0,134,0,6,6,1,10000,,,
1622,0,134,0,6,7,1,10000,,,
1623,0,134,0,2,1,1,10000,,,
1623,0,134,0,2,2,1,10000,,,
1624,0,134,0,12,1,1,10000,,,
1624,0,134,0,12,2,1,10000,,,
1624,0,134,0,12,3,1,10000,,,
1625,0,134,0,11,1,1,10000,,,
1625,0,134,0,11,2,1,10000,,,
1626,0,134,0,3,1,1,10000,,,
1626,0,134,0,3,2,1,10000,,,
1626,0,134,0,3,3,1,10000,,,
1627,0,134,0,8,1,1,10000,,,
1627,0,134,0,8,2,1,10000,,,
1628,0,134,0,5,1,1,10000,,,
1628,0,134,0,5,2,1,10000,,,
1628,0,134,0,5,3,1,10000,,,
1629,0,134,0,11,1,1,10000,,,
1629,0,134,0,11,2,1,10000,,,
1630,0,134,0,5,1,1,10000,,,
1630,0,134,0,5,2,1,10000,,,
1630,0,134,0,5,3,1,10000,,,
1631,0,134,0,10,1,1,10000,,,
1631,0,134,0,10,2,1,10000,,,
1632,0,134,0,7,1,1,10000,,,
1632,0,134,0,7,2,1,10000,,,
1633,0,135,0,1,1,1,10000,,,
1633,0,135,0,1,2,1,10000,,,
1634,0,135,0,2,1,1,10000,,,
1634,0,135,0,2,2,1,10000,,,
1635,0,135,0,12,1,1,10000,,,
1635,0,135,0,12,2,1,10000,,,
1636,0,135,0,8,1,1,10000,,,
1636,0,135,0,8,2,1,10000,,,
1637,0,135,0,11,1,1,10000,,,
1637,0,135,0,11,2,1,10000,,,
1638,0,135,0,3,1,1,10000,,,
1638,0,135,0,3,2,1,10000,,,
1639,0,135,0,8,1,1,10000,,,
1639,0,135,0,8,2,1,10000,,,
1640,0,135,0,5,1,1,10000,,,
1640,0,135,0,5,2,1,10000,,,
1641,0,135,0,1,1,1,10000,,,
1641,0,135,0,1,2,1,10000,,,
1642,0,135,0,7,1,1,10000,,,
1642,0,135,0,7,2,1,10000,,,
1643,0,135,0,4,1,1,10000,,,
1643,0,135,0,4,2,1,10000,,,
1644,0,135,0,10,1,1,10000,,,
1644,0,135,0,10,2,1,10000,,,
1645,0,135,0,8,1,1,10000,,,
1645,0,135,0,8,2,1,10000,,,
1646,0,135,0,3,1,1,10000,,,
1646,0,135,0,3,2,1,10000,,,
1647,0,135,0,3,1,1,10000,,,
1647,0,135,0,3,2,1,10000,,,
1648,0,136,0,2,1,1,10000,,,
1648,0,136,0,2,2,1,10000,,,
1649,0,136,0,11,1,1,10000,,,
1649,0,136,0,11,2,1,10000,,,
1650,0,136,0,4,1,1,10000,,,
1650,0,136,0,4,2,1,10000,,,
1651,0,136,0,6,1,1,10000,,,
1651,0,136,0,6,2,1,10000,,,
1652,0,136,0,9,1,1,10000,,,
1652,0,136,0,9,2,1,10000,,,
1653,0,136,0,12,1,1,10000,,,
1653,0,136,0,12,2,1,10000,,,
1653,0,136,0,12,3,1,10000,,,
1654,0,136,0,8,1,1,10000,,,
1654,0,136,0,8,2,1,10000,,,
1655,0,136,0,8,1,1,10000,,,
1655,0,136,0,8,2,1,10000,,,
1656,0,136,0,9,1,1,10000,,,
1656,0,136,0,9,2,1,10000,,,
1657,0,136,0,3,1,1,10000,,,
1657,0,136,0,3,2,1,10000,,,
1658,0,136,0,10,1,1,10000,,,
1658,0,136,0,10,2,1,10000,,,
1659,0,136,0,4,1,1,10000,,,
1659,0,136,0,4,2,1,10000,,,
1660,0,136,0,1,1,1,10000,,,
1660,0,136,0,1,2,1,10000,,,
1661,0,136,0,10,1,1,10000,,,
1661,0,136,0,10,2,1,10000,,,
1662,0,136,0,7,1,1,10000,,,
1663,0,137,0,1,1,1,10000,,,
1663,0,137,0,1,2,1,10000,,,
1664,0,137,0,6,1,1,10000,,,
1664,0,137,0,6,2,1,10000,,,
1665,0,137,0,3,1,1,10000,,,
1665,0,137,0,3,2,1,10000,,,
1666,0,137,0,11,1,1,10000,,,
1666,0,137,0,11,2,1,10000,,,
1667,0,137,0,10,1,1,10000,,,
1667,0,137,0,10,2,1,10000,,,
1668,0,137,0,8,1,1,10000,,,
